ProjectId,ProjectName,Title,Description,Role
66937,OpenSwitch,"REST: ""If-Match"" conditional request header support","Introduce support for 'If-Match' conditional request HTTP header as specified in RFC 7232 section 3.1: https://tools.ietf.org/html/rfc7232#section-3.1For example, with this feature a user could perform a conditional PUT request to update some config settings only if the resource state hasn't changed since the last GET operation:eTag = GET /system/ports/34?selector=configuration       PUT /system/ports/34?selector=configuration [If-Match: {eTag}]See the documented REST API for more information: http://api.openswitch.net/rest/dist/index.htmlRelease Window: CilantroMy corporation has approved this submittal: Completed",Stakeholder
66937,OpenSwitch,MLAG Support,This proposal covers the implementation of MLAG feature on the supported hardware platforms in the Dill release of Openswitch (5712/6712/7712). The specific capabilities that will be supported are - A MLAG can span across two switches  - One ISC (Inter Switch Connected) Link is supported per switch - KeepAlive Protocol supportRelease window: Dill Are you a corporate contributor: Yes Corporation: HPE Have you signed a CLA: Yes My corporation has approved this submittal: Pending,Stakeholder
66937,OpenSwitch,Openflow on Openswitch,"Adds a second bridge instance, bridge-openflow, in addition to bridge normal. Physical switch ports are partitioned among openflow and normal bridge instances. In this first release packets will be bridged between bridge-openflow ports. In subsequent releases when VXLAN VTEP configuration is available packets will be bridged between underlay (server) physical ports and overlay (VTEP) logical ports. Adding this support will require changes to the following code repositories:•	ops•	ops-openvswitch•	ops-switchd•	ops-switchd-opennsl-pluginRelease Window: EpazoteAre you a corporate contributor: YesCorporation: BroadcomHave you signed a CLA: YesMy corporation has approved this submittal: Completed",Stakeholder
66937,OpenSwitch,LAG: Aggregation Key,Release Window: DillMy corporation has approved this submittal: Completed,Stakeholder
66937,OpenSwitch,Mirroring: Support Port Mirroring (SPAN) on AS5712/AS6712/AS7712,This proposal is to add support for SPAN Mirroring on the currently supported hardware platforms in Dill (5712/6712/7712).Release window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLA: YesMy corporation has approved this submittal: Completed,Stakeholder
66937,OpenSwitch,Add support for FRU EEPROMS with 16-bit addressing.,"OpenSwitch cannot support any platforms that use 24c128 or 24c256 eeproms for the ONIE FRU data. These EEPROMs use 16-bit addressing for random access.   OpenSwitch assumes all EEPROMs use 8-bit addressing.This is part of an effort to add support for Alphanetworks SNH60A0-320F and SNX60A0-486F platforms.I propose adding a optional field 'address-size' to the I2C device entry.The default value of address-size is '1' (byte = 8 bits).  The other possible value is '2' (bytes = 16 bits).I prefer adding a new field 'address-size' to a new dev_type such as 'fru_big_eeprom"" or such so that we can generally support any device with 16-bit addressing.Release window: EpazoteAre you a corporate contributor: YesCorporation: Extreme NetworksHave you signed a CLI: PendingMy corporation has approved this submittal: Pending",Stakeholder
66937,OpenSwitch,Web UI Enhancements,"We propose to include the following new screens and functionality to the WebUI in the Dill release:Netops user authenticationSupport for netops user PWD changeHTTPS supportEvent ViewerImproved dashboard navigation via drill downInterface configuration screen - basicSplit interface supportPresenting LLDP neighbor information on interface screenVLAN configuration screen - out of planBox graphics for AS5712, AS6712Improving UI developer efficiency with better build time modularityECMP viewBGP view - out of planLLDP port statistics viewLAG view and configMLAG view - out of planRelease Window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLI: YesMy corporation has approved this submittal: Completed",Stakeholder
66937,OpenSwitch,Add OpenSwitch support for per-fan and per-fan-fru speed control.,"This is part of an effort to add support for Alphanetworks SNH60A0-320F and SNX60A0-486F platforms.Currently, OpenSwitch only supports a single fan speed control for all fans.  Some platforms have more granularity for control of fan speeds.I propose adding an optional fan_speed_control operation at the 'fans' and 'fan-frus' level in addition to the 'fan_info' level.Release window: EpazoteAre you a corporate contributor: YesCorporation: Extreme NetworksHave you signed a CLI: PendingMy corporation has approved this submittal: Pending",Stakeholder
66937,OpenSwitch,REST: Events support,"Introduce an ability for clients to be able to be notified about events that occur on the switch. The events, initially, will notify clients of subscribed OVSDB changes. The review for the proposal is at:https://review.openswitch.net/#/c/3641/Release Window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLA: YesMy corporation has approved this submittal: Completed",Stakeholder
66937,OpenSwitch,Add OpenSwitch support for calculating fan speeds that require division of the fan speed register.,"This is part of an effort to add support for Alphanetworks SNH60A0-320F and SNX60A0-486F platforms.Currently, OpenSwitch only supports specifying fan speed calculation in terms of a register multiplier to convert to RPM.   Some platforms report fan speed through a register that must be divided down to RPM.I propose adding an optional field 'fan-speed-numerator' to the 'fan-info' section whose value is used to divide down the speed reported by a fan 'speed' register to RPM.Release window: EpazoteAre you a corporate contributor: YesCorporation: Extreme NetworksHave you signed a CLI: PendingMy corporation has approved this submittal: Pending",Stakeholder
66937,OpenSwitch,Control plane policing defaults for 5712/6712/7712 platforms,This proposal is to provide control plane policing for the currently supported hardware platforms in the Dill release of Openswitch (5712/6712/7712). In this phase these are default values that will be tuned for the platforms and not configurable through CLI.Release window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLI: YesMy corporation has approved this submittal: Completed,Stakeholder
66937,OpenSwitch,Add support to control a system status LED.,This is part of an effort to add support for Alphanetworks SNH60A0-320F and SNX60A0-486F platforms.Some platforms have a system status LED.I propose that a new 'dev-type' device type of 'system-status-led' be added to devices.yaml.I propose that ops-sysd set the status LED to 'green' unconditionally  under the assumption that ops-sysd success implies that the system status is good.Release window: EpazoteAre you a corporate contributor: YesCorporation: Extreme NetworksHave you signed a CLI: PendingMy corporation has approved this submittal: Pending,Stakeholder
66937,OpenSwitch,REST: Specific keys retrieval,"Introduce support for limiting the set of JSON keys returned on GET requests so users can avoid retrieving unnecessary data and save time/memory.Once filtering, sorting, and pagination have produced a result set an optional 'keys' query parameter is available to specify the name of the JSON keys to include in the response.For example, with this feature a user could retrieve only the name and link speed of the interfaces whose admin_state is up: "".../interfaces?admin_state=upkeys=name,link_speed"".See the documented REST API for more information: http://api.openswitch.net/rest/dist/index.htmlAre you a corporate contributor: YesCorporation: HPEHave you signed a CLA: YesMy corporation has approved this submittal: Completed",Stakeholder
66937,OpenSwitch,"As an admin, I want to be able to create a L3-subinterface so that router-on-a-stick configurations can be deployed","Using L3-subinterface, one can configure separation of traffic on a L3 physical interface based on VLAN and apply policies on them.An L3 interface of a TOR switch is connected to trunk port of a switch. All the outgoing traffic from the TOR switch's L3 interface is tagged with a VLAN ID to enable the switch to forward the traffic on different VLANs. This is configured by creating L3 subinterfaces on the TOR switch and configuring the routing tables to route the outgoing traffic on one of these subinterfaces while applying a different VLAN.Release Window: DillMy corporation,HPE,has approved this submittal: Completed",Stakeholder
66937,OpenSwitch,Add OpenSwitch support for per-fan-fru presence.,This is part of an effort to add support for Alphanetworks SNH60A0-320F and SNX60A0-486F platforms.Some platforms report fan present status on a per-fru basis.I propose adding an optional 'fan-present' register entry to the 'fan-frus' section.Release window: EpazoteAre you a corporate contributor: YesCorporation: Extreme NetworksHave you signed a CLI: PendingMy corporation has approved this submittal: Pending,Stakeholder
66937,OpenSwitch,Supportability : Logging Infrastructure  - Vlog Configuration,"The event log framework is designed to facilitate generation and processing of high level events that are related to the functionality and components of the switch. For example, Port state change event, LLDP neighbor discovered, and Management Interface IP address updated.Events can be generated from various sources in the system, such as protocol daemons, hardware daemons, the Linux system, system health monitoring daemons, and configuration daemons.  CLI commands to display the events logged in the system will also be implemented.Release window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLA: YesMy corporation has approved this submittal: Completed",Stakeholder
66937,OpenSwitch,Add OpenSwitch for PSU status LEDs.,This is part of an effort to add support for Alphanetworks SNH60A0-320F and SNX60A0-486F platforms.Some platforms have PSU status LEDs on the front panel.I propose adding an optional 'psu_led' register entry to then power_info section.Release window: EpazoteAre you a corporate contributor: YesCorporation: Extreme NetworksHave you signed a CLI: PendingMy corporation has approved this submittal: Pending,Stakeholder
66937,OpenSwitch,MSTP Support,This proposal covers the implementation of MSTP feature on the supported hardware platforms in the Dill release of Openswitch (5712/6712/7712). The specific capabilities that will be supported are - MSTP implementation compliant with IEEE 802.1s Multiple Spanning Tree Protocol Standard - Support for Multiple Instances of Spanning Tree - Backward Compatible with STP/RSTPRelease window: Dill Are you a corporate contributor: Yes Corporation: HPE Have you signed a CLA: Yes My corporation has approved this submittal: Pending,Stakeholder
66937,OpenSwitch,Add support for specification of register fields that appear at different bit offsets.,"If an i2c device register contains several fields at different bit offsets, but with the same content, the definition of the field contents in the associated yaml file must define a different set of field value definition for each field.  This is awkward and makes the yaml file unnecessarily complex and hard to read.For example, say you have a fan LED control register that controls 4: LEDs - LED1-4.  Each LED has four possible states represented by two bits: 0 = off 1 = on 2 = slow blink 3 = fast blink.Currently, the yaml file would have two define four sets of values to represent the state of each individual LED making both the yaml file and source code to control the LEDs harder to read.fan_led1_values:    OFF1:     0x00    ON1:      0x01    SLOW1: 0x02    FAST1:   0x03fan_led2_values:    OFF2:     0x00    ON2:      0x06     SLOW2: 0x08    FAST2:   0x0Cfan_led3_values:    OFF3:     0x00    ON3:      0x10    SLOW3: 0x20    FAST3:   0x30fan_led4_values:    OFF4:     0x00    ON4:      0x60     SLOW4: 0x80    FAST4:   0xC0The i2c op definition should allow for a single definition of field values regardless of what bit offset the field is located.I propose that a 'shift' value be added to the register description.  This 'shift' value is used to shift a value left by the specified number of bits before setting a register and shift a value right by the specified number of bits after reading it from a register. Release window: EpazoteAre you a corporate contributor: YesCorporation: Extreme NetworksHave you signed a CLI: PendingMy corporation has approved this submittal: Pending",Stakeholder
66937,OpenSwitch,Support for CLI screen sizing,Support for CLI screen sizing which provides user to configure the column/row width of the CLI.Release window: Dill Are you a corporate contributor: Yes Corporation: HPE Have you signed a CLA: Yes My corporation has approved this submittal: Pending,Stakeholder
66937,OpenSwitch,Add support for Alphanetworks SNH60A0-320F and SNX60A0-486F.,"I propose adding support for the listed platforms.Support will depend on several other User Stories to support new hardware configurations not found on the currently supported Accton switches.In addition, the output from dmidecode is not sufficient to identify these platforms, so some manufacturer-specific code must be added to the ops-sysd daemon to identify the specific Alphanetworks.Release window: EpazoteAre you a corporate contributor: YesCorporation: Extreme NetworksHave you signed a CLI: PendingMy corporation has approved this submittal: Pending",Stakeholder
66937,OpenSwitch,Adding AS7512-32X (XPliant ASIC) support into OPS,"Bringing AS7512-32X support into main stream OPS builds, test, support infrastructure. -          Release Window: Epazote-          Are you a corporate contributor: Yes-          Corporation: Cavium Inc. -          Have you signed a CLA: Yes-          My corporation has approved this submittal: Yes",Stakeholder
66937,OpenSwitch,Need a way to configure domain name or domain lookup on MGMT interface,This proposal provide an option to set domain name when user tries to configure static IP static IP address on MGMT interface.  User able to set name server configuration via CLI.  Domain name or domain name look up setting is mandatory to resolve domain name as we have name server setting in MGMT interface. Release window: Dill Are you a corporate contributor: Yes Corporation: HPE Have you signed a CLA: Yes My corporation has approved this submittal: Pending,Stakeholder
66937,OpenSwitch,Support OSPFv2 RFC2328,"Using Quagga to support RFC2328 which is backward compatible with RFC2178.Following RFCs are Supported as part of this release:- System capable of being an ABR, ASBR, or area member of an OSPF NSSA as described in RFC3101- Single OSPF command to remove a router from service by sending max-metric for all advertised links (OSPF stub router advertisement as described in RFC3137)- OSPF implementation to support MD5 authenticationCurrently not supported:- Non Broadcast Multiple Access (NBMA) Neighbors (RFC 2328)- The OSPF Opaque LSA Option (RFC 2370).- Multiple VRF Support for OSPFv2. - Multiple instance/process-id support OSPFv2- Route Maps.- Fast Hellos or sub-second hellos. - OSPFv2 Graceful Restart (RFC 3623).- Loop Free alternate Fast ReRoute (LFA FRR) for OSPFv2 (RFC 5286)- SNMPv2 MIB Support for OSPFv2 (RFC 4750)Release window: Dill Are you a corporate contributor: Yes Corporation: HPE Have you signed a CLA: Yes My corporation has approved this submittal: Pending",Stakeholder
66937,OpenSwitch,Supportability : Syslog configuration,CLI Configuration commands to configure external syslog servers in order to send the events will be implementedRelease window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLA: YesMy corporation has approved this submittal: Completed,Stakeholder
66937,OpenSwitch,Supportability: Linux Tools,List of Linux Tools useful for debugging and system monitoring has been identified.  These tools will be integrated into openswitch environment Release window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLA: YesMy corporation has approved this submittal: Completed,Stakeholder
66937,OpenSwitch,Supportability : HW Error Logging,Adding HW Error logging for multiple HW and ASIC daemonsRelease window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLA: YesMy corporation has approved this submittal: Completed,Stakeholder
66937,OpenSwitch,Supportability : Diagnostic Dump,The Diagnostic CLI captures internal diagnostic information about the requested feature(s) from the respective daemons. Internally this uses unixctl mechanism to communicate with the daemonsRelease window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLA: YesMy corporation has approved this submittal: Completed,Stakeholder
66937,OpenSwitch,Supportability : Event Log Infra,"The event log framework is designed to facilitate generation and processing of high level events that are related to the functionality and components of the switch. For example, Port state change event, LLDP neighbor discovered, and Management Interface IP address updated.Events can be generated from various sources in the system, such as protocol daemons, hardware daemons, the Linux system, system health monitoring daemons, and configuration daemons.  CLI commands to display the events logged in the system will also be implemented.Release window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLA: YesMy corporation has approved this submittal: Completed",Stakeholder
66937,OpenSwitch,Supportability : Generation and handling of kernel coredump,"Generate Kernel coredump and store them in a persistant location for debugging later.  The coredump will be stored in compressed format.  We use kexec to boot to secondary kernel when the primary kernel crashes.  Secondary kernel will be responsible to capture the coredump of crashed kernel, dmesg output and logs.  CLI commands to display the list of coredumps available in the switch as well as to copy them to remote locations will be implemented.Release window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLA: YesMy corporation has approved this submittal: Completed",Stakeholder
66937,OpenSwitch,Supportability : Show Tech Infrastructure,"The show tech infrastructure is used to collect the summary of switch or feature specific information.  This infrastructure runs a collection of show commands and produces the output in text/json format.  The collection of show commands per feature are present in the show tech configuration file, and accordingly show tech uses those commands for the given feature.  The output of the show tech command is useful to analyze the system/feature behavior.Release window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLI: YesMy corporation has approved this submittal: Completed",Stakeholder
66937,OpenSwitch,REST: HTTPs Support,"Introduce support for HTTPs for REST API.Effectively, replace currently non-secured HTTP access to the REST API with secured connection. This change will require modification to the WebUI as well as any existing scripts since HTTP access will be blocked.Release Window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLA: YesMy corporation has approved this submittal: Completed",Stakeholder
66937,OpenSwitch,L3 statistics support,"This proposal covers the implementation of layer 3 statistics (subject to ASIC capabilities) on the supported hardware platforms in the Dill release of Openswitch (5712/6712/7712). Statistics will also be supported on simulator to enable developers and CIT. Physical interfaces:- Tx / Rx counters- Tx / Rx IPv4, IPv6 unicast, multicast countersVirtual interfaces:- Tx / Rx counters, unicast, multicast countersNote: No protocol-specific (IPv4, IPv6) Tx / Rx unicast, multicast counter support on virtual interfaces due to scale limitations with use of ASIC resources.Release window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLI: YesMy corporation has approved this submittal: Completed",Stakeholder
66937,OpenSwitch,"As an admin, I want to be able to create a loopback interface so that there is always an active interface to manage the switch","A loopback interface is a virtual interface, supporting IPv4 and IPv6 address configuration, that is always up. Loopback interfaces are independent of the state of any physical interface.The loopback interface can be considered stable as it will remain up always once created. This makes loopback interfaces ideal for assigning Layer 3 addresses such as IP addresses when you want a single address as a reference that is independent of the status of any physical interfaces in the networking device.E.g Router ID for routing protocols like OSPFRelease Window: DillMy corporation,HPE,has approved this submittal: Completed",Stakeholder
66937,OpenSwitch,Supportability : Generation and handling of daemon coredump,Generate daemon coredump and store them in a persistant location for debugging later.  The coredumps will be stored in compressed format.  CLI commands to display the list of coredumps available in the switch and also to copy them to remote locations will be implemented.Release window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLA: YesMy corporation has approved this submittal: Completed,Stakeholder
66937,OpenSwitch,Enable new platform for OPS - 	Accton AS6712-32X and AS7712-32X,This user story is for enabling the Accton AS6712 and AS7712 products on Openswitch. This should cover all the existing functionalities of currently available AS5712 product. Release window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLI: YesMy corporation has approved this submittal: Completed,Stakeholder
66937,OpenSwitch,Layer3 LAG support on 5712/6712/7712,Currently only Layer 2 LAG interfaces are supported on Openswitch. This proposal will add support for enabling Layer 3 LAG on the currently supported hardware platforms in Dill (5712/6712/7712)Release window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLI: YesMy corporation has approved this submittal: Completed,Stakeholder
66937,OpenSwitch,REST: REST APIs for syslogs,"Introduce support for logs retrieval through the REST API.REST API for logging interface shall use journalctl to query logs from openswitch. Journalctl has several filtering options and easy tool for accessing system logs. It also provides output in JSON format which is needed by the webui interface. All optional parameters mentioned in the APIs are supported  by journalctl. The REST Daemon upon receiving syslog URI will call journalctl system command to return the output in JSON format. Ops-restd will not modify the output from journalctl as it is already in JSON format.  More filtering options may be provided as needed.### API definitions- GET https://10.10.0.1/rest/v1/system/syslogsWill return complete output in json. This may be a huge output depending on how long the system is running. Hence, it is better to use filtering options to get the logs that are of interest.- GET https://10.10.0.1/rest/v1/system/syslogs?priority=<0-7>Output will be filtered by given log priority levels. Levels are similar to syslog levels 0-7. All logs with input level or a lower level (important) levels will be returned.- GET https://10.10.0.1/rest/v1/system/syslogs?since= yyyy-mm-dd hh:mm:ss until= yyyy-mm-dd hh:mm:ss Instead of specific time, user can also give relative words like  yesterday ,  1 day ago ,  2 hours ago  etcGET https://10.10.0.1/rest/v1/system/syslogs?since=""2 hours ago""Output will be filtered by the given time window.- GET https://10.10.0.1/rest/v1/system/syslogs?module= module_name Output will be filtered by module names e.g. ops-bgpd, ops-lacpd etc- GET https://10.10.0.1/rest/v1/system/syslogs?cursor= cursor_string Cursoring is used to show results after a specified location in the log journal as indicated by the cursor. Initially, the user shall use the API with empty value as cursor to retrieve all syslogs. Next if the user wants to retrieve the logs since the last request, the user will have to provide the valid cursor value returned in the previous request at the bottom of the request. - GET https://10.10.0.1/rest/v1/system/syslogs?offset=<int>limit=<int>As the syslog output can be huge, paging is required to see the output in chunks. In order to retrieve syslogs in pages, user shall give the offset and limit parameters where offset is the starting point to obtain the results and limit defines the count on the pages returned.Release Window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLA: YesMy corporation has approved this submittal: Completed",Stakeholder
66937,OpenSwitch,Sflow feature on 5712/6712/7712 hardware platforms and simulator,This proposal covers the implementation of sflow feature on the supported hardware platforms in the Dill release of Openswitch (5712/6712/7712). Sflow will also be supported on simulator to enable developers and CIT. The specific capabilities that will be supported are- Sflow sampling : enabled / disabled on a per interface level or globally - Sflow polling for interface statistics- Sflow sampling statistics to count the number of samples sentRelease window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLI: YesMy corporation has approved this submittal: Completed,Stakeholder
66937,OpenSwitch,NTP client support,"This proposal is to enable Network Time Protocol (NTP) client functionality.Summary of changes which will be supported for this release:- NTP client with configurability for IPV4 NTP server.- NTP client with ability to configure authentication and ability to connect/sync with a non-auth/auth server.- Show commands to show ntp associations, authentication-keys, trusted-keys, statistics, status.- Ability for the NTP client configuration to be saved with system-config.Release window: DillAre you a corporate contributor: YesCorporation: HPEHave you signed a CLA: YesMy corporation has approved this submittal: Completed",Stakeholder
