ProjectId,ProjectName,Title,Description,Role
289231,TripleO CI (production),Ensure CentOS 7.6 issues are reported,"Now that RHEL 7.6 has been released, it's important to check out the latestest unreleased packages in CentOS 7.6featureset021 has the CR [1] repo enabled.Job results are here [2] , the repo appears to be turn ~~OFF~~ ON[3]Please make sure it's enabled, and you are monitoring the results DAILY. Please ensure this task is handed off to the next ruck / roverThe repo is currently w/o any significant updates [4][1] [wiki.centos.org/AdditionalResources/Repositories/CR](https://wiki.centos.org/AdditionalResources/Repositories/CR)[2] [https://review.rdoproject.org/zuul/builds?job_name=periodic-tripleo-ci-centos-7-ovb-1ctlr_1comp-featureset021-master](https://review.rdoproject.org/zuul/builds?job_name=periodic-tripleo-ci-centos-7-ovb-1ctlr_1comp-featureset020-master)[3] [logs.rdoproject.org/openstack-periodic/git.openstack.org/openstack-infra/tripleo-ci/master/periodic-tripleo-ci-centos-7-ovb-1ctlr_1comp-featureset021-master/e9b0b87/logs/undercloud/etc/yum.repos.d/quickstart-centos-cr.repo.txt.gz](https://logs.rdoproject.org/openstack-periodic/git.openstack.org/openstack-infra/tripleo-ci/master/periodic-tripleo-ci-centos-7-ovb-1ctlr_1comp-featureset020-master/9ba806c/logs/undercloud/etc/yum.repos.d/CentOS-CR.repo.txt.gz)[4] [mirror.centos.org/centos/7/cr/x86_64/Packages](http://mirror.centos.org/centos/7/cr/x86_64/Packages/)",Team Member
289231,TripleO CI (production),Create IPA job based on new OVB workflow,,Team Member
289231,TripleO CI (production),poc molecule for tripleo-repos role,,Team Member
289231,TripleO CI (production),Update Standalone Periodic jobs in Master to use OS_TEMPEST,"Since standalone os_tempest tripleo job is working fine. Next we need to port standalone scenario jobs and other jobs listed below to os_tempest.For each job, we need to do following things based on the discussion from last meeting:Note: All the jobs definitions are defined here: https://github.com/rdo-infra/rdo-jobs/tree/master/zuul.d* Modify the job definition by replacing proper os_tempest var and then send the review* If any of the featureset override is missing, It needs to be added in tripleo-ci* We need to put a dummy job review to test it before merging it.* Once periodic job got ported, we need to monitor it for 2 weeks then* port the same job in tripleo-ci.Below is the list of conversion var from validate```* tempest_plugins -> tempest_services # Add the name of project not package name* tempest_whitelist -> tempest_test_whitelist* tempest_workers -> tempest_run_concurrency* tempest_extra_config -> tempest_tempest_conf_overrides```For example:for porting standalone scenario 001 job we need to do following:* modify the job definition in rdo-jobs: https://review.rdoproject.org/r/19916* Add extra vars needed in fs overrides in tripleo-ci: https://review.openstack.org/649553* Put a test job in rdo-jobs: https://review.rdoproject.org/r/18749",User Advocate
289231,TripleO CI (production),Assist Nicholas Hicher w/ https://review.rdoproject.org/zuul/builds?project=smoke-test-vexxhost,,External Member
289231,TripleO CI (production),Component Pipeline CentOS-8,,Team Member
289231,TripleO CI (production),"Promote containers, images, dlrn hashes using jobs in criteria from different distribution","Currently the promoter script runs 3 steps when criterias are met:- pull containers from registry and pull them to docker.io- change the link for the overcloud image on the images server - report a promotion to dlrn apiThis is done once, hardcoded for centos7. We need to- make container push distro indipendent (works only on centos7 now)- make the promoter script execute the three actions for N distributions after criterias are met for a hash (probably a loop on all distros)Current model is taking a single file per distribution with all the criterias. But now we want to promote the hassh if all the criterias in all the distributions are met.Design is needed to understand exactly how to merge the criterias so the promoter promotes multiple distributions for the same hash.",Team Member
289231,TripleO CI (production),Switch containers build jobs to use buildah upstream,UPDATE 4/12/2019* container push to registry is unstable using buildah cli - bug https://bugs.launchpad.net/tripleo/+bug/1824388* attempt to test newer rpms from buildah and podman failed  * http://logs.rdoproject.org/60/20160/1/check/periodic-tripleo-ci-centos-7-ovb-3ctlr_1comp-featureset001-master/118b130/logs/undercloud/var/log/extra/rpm-list.txt.gz  * http://logs.rdoproject.org/60/20160/1/check/periodic-tripleo-ci-centos-7-ovb-3ctlr_1comp-featureset001-master/118b130/logs/undercloud/home/zuul/install-undercloud.log.txt.gz* Reverted change: https://review.rdoproject.org/r/#/c/20159/SCOPE*  switch (REPLACE) promoting jobs to buildah (we have already check jobs using buildah)*  master/stein branches* docker is not supported in OSP15 --> switch to buildah* Fedora 28 jobs still cherry pick kolla changes so we keep them in promotion periodic only (not in check upstream).,Team Catalyst
289231,TripleO CI (production),Get RHEL-8 nodepool image on RDO CLOUD,"In order to put RHEL-8 nodepool image on RDO cloud, it tracks the list of things needs to be done.",User Advocate
289231,TripleO CI (production),reproducer launcher and usability,This task is involved with launching the reproducer - with variables drawn from an upstream CI job.Documentation is required to assist developers in running the reproducer locally,Team Member
289231,TripleO CI (production),"create stage/test x86 and ppc containers, atleast one of each",,Team Catalyst
289231,TripleO CI (production),Add a periodic reproducer job to CI,,Team Member
289231,TripleO CI (production),tempest bug work - userstory 03,,Team Member
289231,TripleO CI (production),RDO master/train RHEL 8 DLRN container builds,"**Create rhel8 containers build job in RDO sf.****- use buildah****- both check and periodic**~~Story History (moved from internal sf to rdo sf):~~~~We want a RHEL8 containers build job, running in internal software factory, that builds containers using repos from rdotrunk master (there is no train yet).~~~~For now the job can consume the repos at [10.0.76.170/repos](http://10.0.76.170/repos)~~~~UPDATES:[trunk.rdoproject.org/rhel8-master](https://trunk.rdoproject.org/rhel8-master/)use tripleo-build-containers-centos-7-buildah -> tripleo-build-containers-rhel-8-buildah and not the current tripleo-build-containers job.~~",Team Catalyst
289231,TripleO CI (production),poc molecule jobs,"poc = simple script, simple role",Team Member
289231,TripleO CI (production),RDO RHEL 7 DLRN container builds,"We want to start testing RDO release stable/rocky deployment on RHEL.RHEL is currenlty only available in internal software factory, that's where we'll start our test, keeping in mind they will need to be transferred.The first piece of the puzzle is building containers.Sprint 10 UPDATE: Make the container build job push to rdo registry.**Sprint 11 UPDATE:**RHEL7 prep work is done, switching gears to rhel8\. Closing this task and user story.The rhel7 work can be closed out, we proved that we can run rhel jobs internally and build a mini promotion pipeline for rhel8.The main reason for not merging code and just testing rhel7 bits as check job (opposed to periodic in a promotion pipeline) is that rhel7 is a temporary stage for rhel8, where the real value is (approximating to centos8 and getting ci jobs ready). In other words, rhel7 is a prep for rhel8 and won't provide any value in its jobs/logs.From the rhel7 job results we proved:*   rhos-release configures the repos for rocky successfully*   build containers and image jobs are running successfully and generating the expected images on rdo registry and images server.*   Standalone job is loading the config release file and pulling the containers with rhel-binary prefix and tripleo-ci-testing as expected.*   There are some network issues and performance issues on rdo registry that is failing the job: [sf.hosted.upshift.rdu2.redhat.com/logs/28/172928/25/check/periodic-tripleo-ci-rhel-7-standalone-rocky/b26407f/logs/undercloud/home/zuul/standalone_deploy.log.txt.gz#_2019-06-18_10_12_27](https://sf.hosted.upshift.rdu2.redhat.com/logs/28/172928/25/check/periodic-tripleo-ci-rhel-7-standalone-rocky/b26407f/logs/undercloud/home/zuul/standalone_deploy.log.txt.gz#_2019-06-18_10_12_27)Overall, the mission is complete for rhel7.",Team Catalyst
289231,TripleO CI (production),RDO RHEL 7 image builds,"This story is about adding stable/rocky rhel7 overcloud image build job in internal software factory**Sprint 11 UPDATE:**RHEL7 prep work is done, switching gears to rhel8\. Closing this task and user story.The rhel7 work can be closed out, we proved that we can run rhel jobs internally and build a mini promotion pipeline for rhel8.The main reason for not merging code and just testing rhel7 bits as check job (opposed to periodic in a promotion pipeline) is that rhel7 is a temporary stage for rhel8, where the real value is (approximating to centos8 and getting ci jobs ready). In other words, rhel7 is a prep for rhel8 and won't provide any value in its jobs/logs.From the rhel7 job results we proved:*   rhos-release configures the repos for rocky successfully*   build containers and image jobs are running successfully and generating the expected images on rdo registry and images server.*   Standalone job is loading the config release file and pulling the containers with rhel-binary prefix and tripleo-ci-testing as expected.*   There are some network issues and performance issues on rdo registry that is failing the job: [sf.hosted.upshift.rdu2.redhat.com/logs/28/172928/25/check/periodic-tripleo-ci-rhel-7-standalone-rocky/b26407f/logs/undercloud/home/zuul/standalone_deploy.log.txt.gz#_2019-06-18_10_12_27](https://sf.hosted.upshift.rdu2.redhat.com/logs/28/172928/25/check/periodic-tripleo-ci-rhel-7-standalone-rocky/b26407f/logs/undercloud/home/zuul/standalone_deploy.log.txt.gz#_2019-06-18_10_12_27)Overall, the mission is complete for rhel7.",Team Catalyst
289231,TripleO CI (production),RDO RHEL fs001 ovb job,Configure OVB job running on RHEL-7 images both on overcloud and undercloud.Dependency: [#944-RDO RHEL 7 image builds](/project/tripleo-ci-board/us/944),Team Member
289231,TripleO CI (production),Configure RDO CI jobs to collect logs in post playbook,"right now in OVB and scenario jobs in RDO CI we collect logs in toci_quickstart.sh in run time, but we need to change it to collect logs in post time for not to waste run time on that. We did this in upstream, now need to do the same in RDO CI.",Team Member
289231,TripleO CI (production),Create upstream stein jobs,"Create stable/stein branched jobs for the current master jobs upstream.Jobs to run on stable/stein branch:*   containers multinode*   standalone jobs (make sure we duplicate os_tempest)*   multinode scenario 7,8,9,10*   duplicate build-containers with buildah, buildimage, overcloudfull and overcloudhardenfull*   create centos multinode containers stein (centos-7-containers-multinode-stein)Look at the tripleo-ci/zuul.d jobs and make sure the master jobs can also run for stable/stein changes. This implies in looking at all tripleo projects and make sure stable/stein branch can run these jobs are currently running in master.",Team Catalyst
289231,TripleO CI (production),Move scenario007 to standalone centos7,This story is about moving the [scenario007-multinode](https://github.com/openstack-infra/tripleo-ci/blob/3a7a87ce71fcd03252a3cb19ad1bd374f929dd9e/zuul.d/multinode-jobs.yaml#L187) job to a scenarios-standalone job For this we need a tripleo-heat-templates addition into the ci/environments/ directory and then a job definition in the tripleo-ci repo.,Team Member
289231,TripleO CI (production),Make the RDO Baremetal nodes test tripleo-ci-testing hash and report to DLRN as criteria for the promotion to current-tripleo,First step to bringing the bm jobs into main line votingUse downstream zuul (sf.hosted.upshift.rdu2.redhat.com/zuul) to run jobs on internal baremetal hardware.,Team Member
289231,TripleO CI (production),Design a way to trigger internal BM jobs appropriately,,Team Member
289231,TripleO CI (production),Update BM documentation,https://code.engineering.redhat.com/gerrit/gitweb?p=tripleo-environments.gita=blobf=hardware_environments/READMEh=cc1f8e9e612c64074f9b5e2cf964dc7e15f6cb8ehb=HEAD,Team Member
289231,TripleO CI (production),Ensure parity between OVB and BM jobs,I'll need gather info from ronelle and quique and then I will proceed here.,Steward
289231,TripleO CI (production),tempest bug work - backports 01,Description,Team Member
289231,TripleO CI (production),tempest cleanup,"`tempest cleanup` command is broken, there are several issues: * error tracebacks * it cleans more networks then expected * it doesn't take into account some services - they are not implemented which means `tempest cleanup` can't clean after some servicessee subtasks for more detailed description on each of the issues individually.",Team Member
289231,TripleO CI (production),"non-voting job w/ featureset39 3ctrl, 1cmpt",,Team Member
289231,TripleO CI (production),"TLS job work, featureset039 and new upstream job",fs039 enables tls. In order to test tls we need to run novajoin-tempest tests in this job and makes sure it passes.Instructions for new TLS standalone job:https://docs.google.com/document/d/1oTnB-x9V6OOOEWFPOxbzgCfy6_lL6oFlQVwKtffC1V4/edit?ts=5dde5c67#,Team Member
289231,TripleO CI (production),Translate scenario012 to standalone Centos 7,"Scenario012 is about testing Ironic on overcloud currently. It needs to be translated to a standalone job and test, because it's important for our tracks on baremetal.",Team Member
289231,TripleO CI (production),[os_tempest] Support to python-tempestconf,"Finish the support to python-tempestconf on openstack-ansible-os_tempest roleThe following options from python-tempestconf needs to be supported on os_tempest role:*   os_cloud*   remove*   deployer_input*   image, image_disk_format*   account_file*   non adminWe also need to have an option in python-tempestconf called --profile where all the options above can be wrapped on one single yaml formatted file so we don't need to pass long options to command line and in os_tempest a single var tempestconf_profile will be called to do the magic.",Team Member
289231,TripleO CI (production),[os_tempest] proper logging,"### AIMKeep all the tempest related files at one place.### List of tempest files needed in CI for debugging*   whitelist_file*   Blacklist file*   tempest results.html*   tempest.log*   tempest.conf*   accounts file*   cloud.yaml if available*   Stackviz if possible### How to achieve it?Once tempest run and tempest result generation finishes, we need a post task to move all the tempest related files at one directory so that role collecting logs which will copy that directoryto the log server.### How it is useful for us?Any user debugging can just check for that tempest folder to get all information related to tempest and will be easier to find out what wents wrong.",Team Member
289231,TripleO CI (production),[os_tempest] openstack-ansible-os_tempest dependences must be self-contained,"There are some dependences from other roles in os_tempest, like for example, the virtualenv creation. That uses a wrapper on ansible virtualenv module to ensure virtualenv is being created, exists and can be called later from other tasks. We need to have all this dependences removed from os_tempest.os_tempest must be self-contained, not requiring dependences from other repos",User Advocate
289231,TripleO CI (production),[os_tempest] bring os_tempest skiplist features and function to parity w/ validate-tempest,"In TripleO and openstack-ansible project whitelist and skiplist tempest tests plays an important role while testing the stuff in a particular scenario.*   Whitelist tests    *   on tripleo side, we define the list of whitelist tests in featureset file or in featureset_overrides under zuul job definition    *   on openstack-ansible side, we keep whitelist file under [github.com/openstack/openstack-ansible-os_barbican/blob/master/tests/os_barbican-overrides.yml](https://github.com/openstack/openstack-ansible-os_barbican/blob/master/tests/os_barbican-overrides.yml)*   skiplist tests:    *   There are two types of skip lists currently present in tripleo        *   one which is globally disabled across all deployments        *   one which is skipped in particular deployment/ scenario    *   on Tripleo Side, we are keeping skip list at two places        *   in FS/Overrides - [github.com/openstack/tripleo-quickstart/blob/master/config/general_confiag/featureset027.yml#L122](https://github.com/openstack/tripleo-quickstart/blob/master/config/general_confiag/featureset027.yml#L122)        *   in master skip list - [github.com/openstack/tripleo-quickstart-extras/blob/master/roles/validate-tempest/vars/tempest_skip_master.yml](https://github.com/openstack/tripleo-quickstart-extras/blob/master/roles/validate-tempest/vars/tempest_skip_master.yml)            *   Master skip list is maintained based on deployment and populated using undercloud, overcloud, standalone                *   master skip list has a particular data structure followed by this: testname, reason, bug url and type of deployment where to skip which laters on populated in tempest understandable skip list.    *   on openstack-ansible side, we are keeping the tempest_skiplist on test-overrides.yaml file which is kept in project itself.In order to generalize the consumption of skiplist functionality so that anyone can use it.Here is my initial design idea:*   if we want to skip a test at any place we can follow following data structure:    *   test_name:        reason:        bug:        skip_host: <it can be determined based on source rc file> OR <if we want to skip at all places, just use 'all'>*   then ansible task will automatically populate the skip list for the same.*   Question: where to keep the tests?    *In the zuul job itself as it is to identify on a particular job how it is skipped?    *   Or on a particular repo where we can merge the skip tests easily instead of blocked on multiple ci jobs (which got affected due to different reasons)?    *   Or in a seperate repo so that openstack-ansible and tripleo can collaborate more and work together to fix fast?        *   third looks more feasible as it might happen that a particular tests affected multiple deployment with the same reason.        *   only two jobs will be running one related to tripleo and openstack-ansible so that if we both passes we can easily merge it.What is missing in os_tempest?*   support for test_white_regex*   support for test_black_regex*   check whether whitelist is empty or not as all tests are in skip lists or not    Note: It is the my initial thought, we can discuss in the comments to improve it and give the final shape.",Team Member
289231,TripleO CI (production),Create os_tempest integration blueprint for tripleo,### GoalHave a blueprint merged in order to replace validate-tempest role to os_tempest role.### Activities Involved* In order to gather the requirements/action items for a blueprint/spec we need to put a job against tripleo ci where it will trigger os_tempest.   * It will help to find out unused os_tempest vars and have a working playbook through which one can run the job with TQE workflow.,User Advocate
289231,TripleO CI (production),reproducer f28 container build (  by doc ),NOT NEEDED IF WE ARE GOING TO USE THE NEW METHOD,Team Member
289231,TripleO CI (production),Documentation of tempest updates for MVP,"Any patch adding a new feature to openstack-ansible-os_tempest should contain its documentation. This story will track only changes not related to any features being developed right now, so for example the story will contain changes in doc structure.Subtasks will be added during the development of other stories under ""Openstack ansible-os_tempest implementation on TripleO"" epic.",Team Member
289231,TripleO CI (production),Make the upstream ci standalone job work on Fedora 28,Add support for Fedora 28,Team Member
289231,TripleO CI (production),Make all required variables for the run-v3 workflow available to reproducer,"waiting reviews to merge***Description: This story is part of the epic [tripleo-ci-board/epic/5](https://tree.taiga.io/project/tripleo-ci-board/epic/5) to bring the reproducer workflow closer to the zuul one. A first step tracked here is to expose zuul variables so they can be included in the reproducer script. There are two main sets of variables we will need to expose:i) The zuul job variables, parent/pre-run/post-run/required-projects etc from [1] andii) The variables needed to render the .sh.j2 toci_* scripts [2] so that we can eventually wire-up run-v3 instead of toci_gate_test, in the reproducer as sketched out in [3].[1] [github.com/openstack-infra/tripleo-ci/blob/a574b2d627a051d682d755558dbea4da0b8362a3/zuul.d/base.yaml#L33](https://github.com/openstack-infra/tripleo-ci/blob/a574b2d627a051d682d755558dbea4da0b8362a3/zuul.d/base.yaml#L33)[2] [github.com/openstack-infra/tripleo-ci/blob/a574b2d627a051d682d755558dbea4da0b8362a3/playbooks/tripleo-ci/run-v3.yaml#L70-L90](https://github.com/openstack-infra/tripleo-ci/blob/a574b2d627a051d682d755558dbea4da0b8362a3/playbooks/tripleo-ci/run-v3.yaml#L70-L90)[3] [review.openstack.org/#/c/613077/1/roles/create-reproducer-script/templates/reproducer-quickstart.sh.j2@388](https://review.openstack.org/#/c/613077/1/roles/create-reproducer-script/templates/reproducer-quickstart.sh.j2@388)",Team Member
289231,TripleO CI (production),Move scenario001 to standalone centos7,We need to move the current tripleo-ci-centos-7-scenario001-multinode-oooq-container [1] to a standalone job. As such we need to constrain the set of services deployed with the Standalone role [2] to match the services currently deployed in scenario001 [3]Alex demo on moving multinode scenarios to standalone job (recording): [bluejeans.com/s/Xqg54](https://bluejeans.com/s/Xqg54)[1]  https://github.com/openstack-infra/tripleo-ci/blob/f053849bbf1ff0274fe41e5c62e646e87c4812e7/zuul.d/multinode-jobs.yaml#L160-L168[2] https://github.com/openstack/tripleo-heat-templates/blob/master/roles/Standalone.yaml[3] https://github.com/openstack/tripleo-heat-templates/blob/0e85222ab354e6293a9fc047a2e73288cb8f5dc5/ci/environments/scenario001-multinode-containers.yaml#L1,Team Member
289231,TripleO CI (production),[os_tempest]Add support for installing tempest rpm in os_tempest,,User Advocate
289231,TripleO CI (production),Replace ZUUL_CHANGES handling in build-test-packages role,Add a path to make build-test-packages role use the zuul inventory variables that describe the changes involved in a job,Team Member
289231,TripleO CI (production),Bulk Migrate most of the legacy jobs in rdo-sf to use the new workflow,Migration preference:1\. [github.com/rdo-infra/ci-config/blob/master/ci-scripts/dlrnapi_promoter/config/master.ini](https://github.com/rdo-infra/ci-config/blob/master/ci-scripts/dlrnapi_promoter/config/master.ini)2. [github.com/rdo-infra/ci-config/blob/master/ci-scripts/dlrnapi_promoter/config/rocky.ini](https://github.com/rdo-infra/ci-config/blob/master/ci-scripts/dlrnapi_promoter/config/rocky.ini)3. [github.com/rdo-infra/ci-config/blob/master/ci-scripts/dlrnapi_promoter/config/queens.ini](https://github.com/rdo-infra/ci-config/blob/master/ci-scripts/dlrnapi_promoter/config/queens.ini)4. [github.com/rdo-infra/ci-config/blob/master/ci-scripts/dlrnapi_promoter/config/pike.ini](https://github.com/rdo-infra/ci-config/blob/master/ci-scripts/dlrnapi_promoter/config/pike.ini)5\. The remaining ones.,Team Member
289231,TripleO CI (production),s0: CR 606943 have config/release in CentOS-7 folder,,Team Member
289231,TripleO CI (production),606944 remove old config files,"https://review.openstack.org/606944This needs to wait until it no longer breaks any jobs, so we would have confirmation that we succesfully migrated config files to new location.Needs: https://review.openstack.org/#/c/610038/ merged first",Team Member
289231,TripleO CI (production),Add Base configuration for all translated jobs,,Team Member
289231,TripleO CI (production),Translate all the jobs from legacy to use run-v3,,Team Member
289231,TripleO CI (production),Dump Zuul variables for reuse in quickstart,,Team Member
289231,TripleO CI (production), Test a fake patch when we are not building packages over a specific patch.,,Steward
289231,TripleO CI (production),Use zuul variables in build-test-packages,,Team Member
289231,TripleO CI (production),Remove timeout logic,,Team Catalyst
289231,TripleO CI (production),Create spec file for python-tempestconf for openstack/rpm-packaging,"While working on unifying ansible tempest role, we find that in order to improve the adoption of tempestconf, we need to add spec file support in openstack/rpm-packaging project so that Suse can use it and it's support will be available in openstack-ansible-os_tempest role.",Team Member
289231,TripleO CI (production),Enable support for running refstack tests in TQE,RefStack tests are a set of tempest tests used for interop certifications.We need to enable support on tripleo to run tests through refstack-client,Team Member
289231,TripleO CI (production),**Bootstrap undercloud-oooq on rhel7**,,Team Catalyst
289231,TripleO CI (production),Taiga demo and presentation,,Team Member
289231,TripleO CI (production),Individual session to create and maintain work items using the new process,,Team Member
289231,TripleO CI (production),Create wiki page on the process,,Team Member
289231,TripleO CI (production),Import In progress CI cards from trello,,Team Member
289231,TripleO CI (production),Import In progress Tempest cards from trello,,Steward
289231,TripleO CI (production),Import Card from Trello CI backlog assigned to sprint 20,,Team Member
289231,TripleO CI (production),s2: CR  605843 add support for distro and major release delineation,,Team Member
289231,TripleO CI (production),591652 f28 support for quickstart,,Team Member
289231,TripleO CI (production),Write the stackviz role that will be consumed by os_tempest and generate the report in the html fashion way,,Team Member
